,,,,,,,,,
,Datetime,Refrigeration Unit - 1,,Refrigeration Unit - 2,,Refrigeration Unit - 3,,Refrigeration Unit - 4,
,8/6/17 1:37,0.30,4.69,0.39,0.40,2.13,2.12,,2.90
,8/6/17 1:38,0.29,4.84,0.39,0.65,2.13,2.03,,2.09
,8/6/17 1:39,1.32,4.81,0.39,0.87,2.13,1.97,,1.69
,8/6/17 1:40,2.21,4.03,0.39,1.06,2.13,1.90,,1.50
,8/6/17 1:41,2.13,3.31,0.39,1.37,2.12,1.84,,1.25
,8/6/17 1:42,2.14,2.87,0.39,1.62,2.12,1.81,,1.15
,8/6/17 1:43,2.14,2.44,0.39,1.90,2.13,1.75,,1.56
,8/6/17 1:44,2.14,2.06,0.39,2.12,2.13,1.78,,2.41
,8/6/17 1:45,0.30,1.87,0.38,2.59,2.13,1.84,,2.91
,8/6/17 1:46,0.29,2.37,0.38,2.90,2.13,1.78,,3.25
,8/6/17 1:47,0.29,2.97,0.39,3.03,2.13,1.72,,3.47
,8/6/17 1:48,0.29,3.75,0.39,3.12,2.13,1.65,,3.53
,8/6/17 1:49,0.29,4.09,0.39,3.28,2.12,1.56,,2.81
,8/6/17 1:50,0.29,4.31,0.39,3.40,2.13,1.53,,2.00
,8/6/17 1:51,0.29,4.53,0.39,3.53,2.13,1.47,,1.47
,8/6/17 1:52,0.29,4.65,0.39,3.62,1.20,1.40,,1.18
,8/6/17 1:53,0.29,4.84,0.39,3.72,0.28,1.59,,1.62
,8/6/17 1:54,2.29,4.75,0.39,3.84,0.28,1.91,,2.59
,8/6/17 1:55,2.19,3.87,0.39,3.93,0.28,2.19,,3.12
,8/6/17 1:56,2.13,3.19,0.40,4.31,1.30,2.40,,3.37
,8/6/17 1:57,2.14,2.72,0.40,4.78,2.14,2.28,,3.59
,8/6/17 1:58,2.15,2.37,0.40,4.84,2.05,2.40,,3.19
,8/6/17 1:59,2.15,2.00,0.40,4.90,2.08,2.43,,2.40
,8/6/17 2:00,0.30,1.94,0.40,4.93,2.09,2.43,,1.69
,8/6/17 2:01,0.30,2.59,0.40,5.00,2.12,2.37,,1.25
,8/6/17 2:02,0.30,3.44,0.39,5.06,2.12,2.28,,1.25
,8/6/17 2:03,0.29,3.84,0.39,5.12,2.13,2.15,,2.09
,8/6/17 2:04,0.29,4.16,0.39,5.18,2.13,2.03,,2.88
,8/6/17 2:05,0.29,4.37,0.39,5.25,2.13,1.90,,3.25
,8/6/17 2:06,0.29,4.53,0.39,5.31,2.13,1.81,,3.44
,8/6/17 2:07,0.29,4.72,0.39,5.34,2.13,1.75,,3.56
,8/6/17 2:08,0.29,4.87,0.39,5.40,2.14,1.68,,2.90
,8/6/17 2:09,2.32,4.59,0.39,5.47,2.14,1.62,,2.06
,8/6/17 2:10,2.16,3.72,1.84,5.50,2.13,1.56,,1.47
,8/6/17 2:11,2.13,3.13,3.30,4.69,1.20,1.53,,1.15
,8/6/17 2:12,2.14,2.66,3.31,3.62,0.28,1.66,,1.59
,8/6/17 2:13,2.14,2.28,3.30,2.87,0.28,2.31,,2.56
,8/6/17 2:14,1.22,1.94,3.31,2.28,1.26,2.88,,3.18
,8/6/17 2:15,0.29,2.06,3.34,1.84,2.21,2.72,,3.56
,8/6/17 2:16,0.29,3.47,3.35,1.53,2.04,2.40,,3.22
,8/6/17 2:17,0.29,4.78,3.34,1.22,2.07,2.28,,2.40
,8/6/17 2:18,0.29,4.97,3.32,0.94,2.10,2.15,,1.69
,8/6/17 2:19,2.29,4.34,3.31,0.69,2.11,2.03,,1.22
,8/6/17 2:20,2.15,3.81,3.30,0.44,2.12,1.90,,1.34
,8/6/17 2:21,2.14,3.31,3.30,0.25,2.12,1.78,,2.28
,8/6/17 2:22,2.16,2.91,3.29,-0.03,2.12,1.68,,2.97
,8/6/17 2:23,2.15,2.53,3.29,-0.19,2.12,1.62,,3.25
,8/6/17 2:24,2.15,2.16,3.28,-0.44,2.12,1.53,,3.47
,8/6/17 2:25,0.30,1.97,3.27,-0.65,0.28,1.56,,3.47
,8/6/17 2:26,0.30,2.40,3.27,-0.81,0.27,2.19,,2.72
,8/6/17 2:27,0.30,3.25,,-0.97,0.27,2.91,,1.91
,8/6/17 2:28,0.30,3.84,3.27,-1.12,2.25,2.97,,1.38
,8/6/17 2:29,0.29,4.19,3.28,-1.28,2.04,2.50,,1.22
,8/6/17 2:30,0.30,4.44,3.28,-1.44,2.06,2.34,,1.97
,8/6/17 2:31,0.30,4.62,3.29,-1.59,2.09,2.19,,2.90
,8/6/17 2:32,0.30,4.81,3.29,-1.69,2.12,2.15,,3.62
,8/6/17 2:33,1.33,4.81,3.28,-1.78,2.13,2.18,,2.97
,8/6/17 2:34,2.22,3.97,3.28,-1.90,,2.06,,2.59
,8/6/17 2:35,2.14,3.25,3.30,-2.03,2.13,1.94,,2.22
,8/6/17 2:36,2.16,2.93,3.29,-2.12,2.13,1.78,,1.87
,8/6/17 2:37,2.19,3.47,3.29,-2.18,2.13,1.68,,1.91
,8/6/17 2:38,2.18,3.53,3.28,-2.25,2.13,1.59,,1.47
,8/6/17 2:39,2.19,3.40,3.27,-2.31,1.21,1.53,,1.38
,8/6/17 2:40,2.20,3.25,0.40,-2.15,0.28,1.81,,1.87
,8/6/17 2:41,2.20,3.12,0.40,-1.09,0.28,2.56,,2.72
,8/6/17 2:42,2.23,3.75,0.40,-0.22,1.30,3.06,,3.19
,8/6/17 2:43,2.25,4.25,0.40,0.25,2.11,2.69,,3.44
,8/6/17 2:44,2.25,4.09,0.40,0.53,2.03,2.40,,3.41
,8/6/17 2:45,2.26,3.97,0.40,0.72,2.05,2.25,,2.56
,8/6/17 2:46,2.26,4.03,0.40,0.94,2.09,2.09,,1.81
,8/6/17 2:47,2.27,4.34,0.40,1.19,2.11,2.03,,1.50
,8/6/17 2:48,2.27,4.19,0.39,1.47,2.12,2.09,,1.75
,8/6/17 2:49,2.28,4.00,0.39,1.81,2.12,2.00,,2.41
,8/6/17 2:50,2.27,3.75,0.39,2.06,2.12,1.84,,2.50
,8/6/17 2:51,2.26,3.50,0.39,2.31,2.13,1.72,,2.12
,8/6/17 2:52,2.27,3.53,0.39,2.50,2.12,1.59,,1.59
,8/6/17 2:53,2.28,3.90,0.39,2.65,1.20,1.56,,1.28
,8/6/17 2:54,2.29,3.87,0.39,2.84,0.28,1.87,,1.25
,8/6/17 2:55,2.28,3.62,0.39,2.97,0.28,2.66,,1.56
,8/6/17 2:56,2.27,3.37,0.39,3.15,1.30,3.09,,2.65
,8/6/17 2:57,2.27,3.31,0.39,3.28,2.10,2.63,,3.78
,8/6/17 2:58,2.29,4.00,0.39,3.40,2.04,2.40,,3.62
,8/6/17 2:59,2.29,3.97,0.39,3.53,2.07,2.22,,2.69
,8/6/17 3:00,2.30,4.31,0.39,3.62,2.10,2.09,,2.09
,8/6/17 3:01,2.32,4.84,0.39,3.72,2.12,1.97,,1.75
,8/6/17 3:02,2.32,4.69,0.39,3.84,2.12,1.84,,1.50
,8/6/17 3:03,2.31,4.28,0.39,3.93,2.13,1.81,,1.31
,8/6/17 3:04,2.30,4.00,0.39,4.03,2.13,2.03,,1.15
,8/6/17 3:05,2.29,3.78,0.39,4.15,2.13,2.12,,1.31
,8/6/17 3:06,2.31,4.47,0.39,4.22,2.13,2.37,,1.84
,8/6/17 3:07,2.32,5.03,0.39,4.31,2.13,2.28,,2.38
,8/6/17 3:08,2.33,5.34,0.39,4.40,2.13,2.12,,2.84
,8/6/17 3:09,2.33,5.53,0.39,4.47,2.14,1.97,,3.25
,8/6/17 3:10,2.33,5.56,0.39,4.53,2.14,1.84,,4.41
,8/6/17 3:11,2.32,5.97,0.39,4.65,2.14,1.72,,4.16
,8/6/17 3:12,2.32,6.03,0.39,4.72,2.15,1.59,,3.75
,8/6/17 3:13,2.33,5.44,0.39,4.78,2.15,1.65,,3.12
,8/6/17 3:14,2.33,4.97,0.39,4.84,2.16,1.87,,2.81
,8/6/17 3:15,2.31,4.66,0.39,4.90,2.15,2.19,,2.69
,8/6/17 3:16,2.32,4.59,0.39,5.00,2.14,2.44,,3.25
,8/6/17 3:17,2.32,4.69,0.39,5.06,2.14,2.62,,4.19
,8/6/17 3:18,2.31,4.81,0.39,5.12,2.15,2.87,,5.00
,8/6/17 3:19,2.32,5.00,0.39,5.18,2.14,3.03,,4.94
,8/6/17 3:20,2.33,5.53,0.39,5.22,2.14,3.19,,4.47
,8/6/17 3:21,2.34,5.66,1.85,5.31,2.14,3.28,,4.25
,8/6/17 3:22,2.35,6.31,3.32,4.72,2.14,3.37,,4.03
,8/6/17 3:23,2.34,6.53,3.28,3.59,2.14,3.50,,3.90
,8/6/17 3:24,2.33,5.72,3.30,2.75,2.14,3.59,,3.66
,8/6/17 3:25,2.33,5.06,3.30,2.16,2.14,3.68,,3.34
,8/6/17 3:26,2.32,4.59,3.30,1.72,2.15,3.75,,3.06
,8/6/17 3:27,2.31,4.28,3.29,1.34,2.15,3.78,,2.81
,8/6/17 3:28,2.30,4.09,3.30,1.00,2.16,3.84,,2.59
,8/6/17 3:29,2.33,4.87,3.30,0.69,2.16,3.90,,2.40
,8/6/17 3:30,2.36,6.22,3.30,0.44,2.16,3.90,2.42,2.28
,8/6/17 3:31,2.37,7.19,3.29,0.19,2.16,3.97,2.37,2.15
,8/6/17 3:32,2.38,7.72,3.29,-0.03,2.16,4.00,2.33,2.00
,8/6/17 3:33,2.38,7.93,3.29,-0.25,2.15,4.03,2.32,1.84
,8/6/17 3:34,2.38,7.84,3.29,-0.50,2.15,4.06,2.33,1.72
,8/6/17 3:35,2.38,7.81,3.29,-0.72,2.15,4.06,2.32,1.56
,8/6/17 3:36,2.38,7.81,3.28,-0.90,2.15,4.09,2.31,1.40
,8/6/17 3:37,2.38,7.87,3.28,-1.06,2.15,4.12,2.30,1.22
,8/6/17 3:38,2.38,7.90,3.28,-1.22,2.16,4.18,0.31,1.15
,8/6/17 3:39,2.37,7.90,3.29,-1.40,2.15,4.09,0.31,1.47
,8/6/17 3:40,2.37,8.00,3.28,-1.53,2.15,3.81,0.31,2.06
,8/6/17 3:41,2.37,8.06,3.28,-1.65,2.15,3.56,0.31,2.75
,8/6/17 3:42,2.38,8.12,3.28,-1.68,2.13,3.31,0.31,3.28
,8/6/17 3:43,2.38,8.12,3.27,-1.53,2.13,3.12,1.31,3.72
,8/6/17 3:44,2.38,8.15,3.27,-1.53,2.14,3.09,2.46,3.53
,8/6/17 3:45,2.39,8.18,3.27,-1.72,2.15,3.44,2.37,2.84
,8/6/17 3:46,2.39,8.25,3.27,-1.84,2.15,3.31,2.37,2.28
,8/6/17 3:47,2.38,8.31,3.26,-2.00,2.15,3.47,2.38,1.94
,8/6/17 3:48,2.38,8.34,3.27,-2.15,2.15,3.78,2.39,1.75
,8/6/17 3:49,2.38,8.31,3.27,-2.28,2.15,3.50,2.40,1.59
,8/6/17 3:50,2.38,8.34,0.40,-2.25,2.14,3.25,2.39,1.43
,8/6/17 3:51,2.38,8.34,0.40,-1.28,2.13,3.06,2.39,1.34
,8/6/17 3:52,,8.31,0.40,-0.34,2.14,2.97,1.35,1.22
,8/6/17 3:53,2.39,8.37,0.40,0.22,2.14,3.81,0.31,1.41
,8/6/17 3:54,2.39,8.40,0.40,0.50,2.14,4.59,0.31,2.03
,8/6/17 3:55,2.39,8.43,0.40,0.69,2.15,4.97,0.31,2.78
,8/6/17 3:56,2.38,8.40,0.40,0.87,2.14,5.00,0.31,3.25
,8/6/17 3:57,2.39,8.40,0.40,1.12,2.14,4.50,0.31,3.62
,8/6/17 3:58,2.40,8.43,0.39,1.44,2.13,4.19,2.44,3.66
,8/6/17 3:59,2.39,8.25,0.39,1.75,2.14,3.94,2.31,2.94
,8/6/17 4:00,2.37,7.37,0.40,2.00,2.14,3.72,2.29,2.25
,8/6/17 4:01,2.36,6.69,0.40,2.25,2.14,3.53,2.31,1.81
,8/6/17 4:02,2.34,6.16,0.40,2.44,2.13,3.34,2.32,1.56
,8/6/17 4:03,2.34,5.72,0.40,2.59,2.13,3.15,2.33,1.37
,8/6/17 4:04,2.34,5.31,0.40,2.78,2.14,3.00,1.32,1.28
,8/6/17 4:05,2.33,5.00,0.40,2.90,2.14,2.84,0.31,1.78
,8/6/17 4:06,2.33,4.75,0.39,3.06,2.14,2.72,0.31,2.91
,8/6/17 4:07,2.33,4.59,0.40,3.19,2.14,2.59,0.31,3.69
,8/6/17 4:08,2.37,5.44,0.40,3.34,2.12,2.47,2.43,3.56
,8/6/17 4:09,2.39,6.65,0.40,3.40,2.13,2.34,2.30,2.75
,8/6/17 4:10,2.40,7.31,0.40,3.53,2.14,2.22,2.29,2.16
,8/6/17 4:11,2.39,7.41,0.39,3.65,2.13,2.15,2.31,1.81
,8/6/17 4:12,2.36,6.37,0.39,3.75,,2.03,2.38,1.56
,8/6/17 4:13,2.35,5.59,0.39,3.81,2.12,1.97,2.40,1.40
,8/6/17 4:14,2.34,5.06,0.39,3.97,2.13,1.87,1.35,1.25
,8/6/17 4:15,2.32,4.66,0.39,4.03,2.12,1.78,0.31,1.25
,8/6/17 4:16,2.32,4.37,0.39,4.12,2.12,1.72,0.31,1.75
,8/6/17 4:17,2.33,4.34,0.39,4.22,2.13,1.65,0.31,2.56
,8/6/17 4:18,2.32,4.19,0.39,4.28,2.12,1.59,0.31,3.09
,8/6/17 4:19,2.31,4.03,0.39,4.40,2.12,1.53,0.31,3.47
,8/6/17 4:20,2.32,3.90,0.39,4.43,0.28,1.50,1.38,3.72
,8/6/17 4:21,2.31,3.69,0.39,4.53,0.28,1.78,2.40,3.25
,8/6/17 4:22,2.31,3.53,0.39,4.62,0.28,2.09,2.30,2.44
,8/6/17 4:23,2.30,3.40,0.39,4.65,0.27,2.37,2.31,1.91
,8/6/17 4:24,,3.22,0.39,4.75,2.26,2.50,2.31,1.62
,8/6/17 4:25,2.30,3.09,0.39,4.81,2.04,2.22,2.33,1.37
,8/6/17 4:26,2.29,3.06,0.39,4.87,2.05,2.15,0.31,1.37
,8/6/17 4:27,2.30,2.97,0.39,4.97,2.07,2.06,0.31,2.00
,8/6/17 4:28,2.29,2.97,0.39,5.00,2.09,1.97,0.31,2.87
,8/6/17 4:29,2.28,2.81,0.39,5.09,2.11,1.84,0.31,3.41
,8/6/17 4:30,2.30,2.87,0.39,5.12,2.11,1.72,1.28,3.69
,8/6/17 4:31,2.30,2.94,0.39,5.18,1.20,1.65,2.41,3.44
,8/6/17 4:32,2.31,3.22,1.80,5.25,0.28,1.88,2.34,2.62
,8/6/17 4:33,2.31,3.28,3.26,4.47,0.28,2.56,2.35,1.97
,8/6/17 4:34,2.30,3.09,3.27,3.37,1.29,3.00,2.35,1.47
,8/6/17 4:35,2.29,2.78,3.26,2.59,2.13,2.69,1.33,1.25
,8/6/17 4:36,2.27,2.44,3.26,2.00,2.03,2.40,0.31,2.06
,8/6/17 4:37,2.27,2.19,3.26,1.56,2.06,2.25,0.31,3.19
,8/6/17 4:38,2.27,1.94,3.25,1.16,2.08,2.09,0.31,3.66
,8/6/17 4:39,1.29,1.72,3.26,0.87,2.11,1.97,2.44,3.56
,8/6/17 4:40,0.31,1.87,3.26,0.56,2.12,1.84,2.31,2.72
,8/6/17 4:41,0.31,2.25,3.27,0.31,2.11,1.72,2.27,2.06
,8/6/17 4:42,0.31,2.81,3.26,0.00,0.28,1.62,2.33,1.69
,8/6/17 4:43,0.31,3.38,3.24,-0.25,0.28,2.00,2.34,1.47
,8/6/17 4:44,0.31,3.84,3.25,-0.50,0.28,2.75,1.32,1.28
,8/6/17 4:45,0.31,4.16,3.25,-0.69,2.19,3.09,0.31,1.47
,8/6/17 4:46,0.31,4.40,3.27,-0.90,2.07,2.63,0.31,2.25
,8/6/17 4:47,0.31,4.59,3.25,-1.09,2.04,2.40,0.31,3.06
,8/6/17 4:48,0.31,4.78,3.25,-1.25,2.06,2.22,0.31,3.44
,8/6/17 4:49,1.36,4.81,3.24,-1.40,2.09,2.06,1.31,3.75
,8/6/17 4:50,2.34,4.15,3.25,-1.56,2.11,1.90,2.39,3.37
,8/6/17 4:51,2.23,3.47,3.23,-1.65,2.11,1.78,2.28,2.50
,8/6/17 4:52,2.24,3.03,3.23,-1.78,1.19,1.65,2.31,1.94
,8/6/17 4:53,2.24,2.75,,-1.90,0.28,1.88,2.31,1.62
,8/6/17 4:54,2.24,2.47,3.23,-2.03,0.28,2.59,2.33,1.34
,8/6/17 4:55,2.24,2.19,3.24,-2.15,1.28,3.12,0.79,1.25
,8/6/17 4:56,2.24,1.97,3.24,-2.25,2.16,2.78,0.31,1.53
,8/6/17 4:57,0.31,1.97,3.25,-2.34,2.02,2.44,0.31,2.47
,8/6/17 4:58,0.31,2.56,3.25,-2.47,2.06,2.28,0.31,3.09
,8/6/17 4:59,0.31,3.44,3.25,-2.56,2.08,2.09,0.31,3.47
,8/6/17 5:00,0.31,3.91,0.40,-2.50,2.10,1.97,1.36,3.75
,8/6/17 5:01,0.31,4.22,0.40,-1.56,2.11,1.84,2.38,3.25
,8/6/17 5:02,0.32,4.40,0.40,-0.59,1.20,1.72,2.28,2.44
,8/6/17 5:03,0.32,4.50,0.39,0.03,0.28,1.81,2.30,1.88
,8/6/17 5:04,1.33,4.81,0.39,0.37,0.28,2.53,2.32,1.56
,8/6/17 5:05,2.40,4.43,0.39,0.59,1.24,3.09,2.32,1.34
,8/6/17 5:06,2.27,3.66,0.39,0.78,2.19,2.87,0.31,1.25
,8/6/17 5:07,2.27,3.16,0.39,1.00,2.01,2.47,0.31,1.69
,8/6/17 5:08,2.28,2.84,0.39,1.31,2.05,2.28,0.31,2.59
,8/6/17 5:09,2.27,2.56,0.39,2.03,2.07,2.12,0.31,3.19
,8/6/17 5:10,2.26,2.25,0.39,2.28,2.09,1.97,0.31,3.56
,8/6/17 5:11,2.26,2.00,0.39,2.44,2.11,1.84,1.37,3.72
,8/6/17 5:12,0.31,2.00,0.39,2.59,2.11,1.72,2.33,3.06
,8/6/17 5:13,0.31,2.62,0.39,2.72,0.28,1.65,2.27,2.28
,8/6/17 5:14,0.31,3.47,0.39,2.84,0.28,2.12,2.29,1.78
,8/6/17 5:15,0.31,3.97,0.39,3.03,0.28,2.84,2.30,1.50
,8/6/17 5:16,0.31,4.25,0.39,3.15,2.27,3.09,2.31,1.25
,8/6/17 5:17,0.31,4.40,0.39,3.28,2.03,2.53,0.31,1.25
,8/6/17 5:18,0.31,4.56,0.39,3.40,2.03,2.34,0.31,1.72
,8/6/17 5:19,0.32,4.72,0.39,3.47,2.06,2.22,0.31,2.62
,8/6/17 5:20,0.31,4.84,0.39,3.59,2.08,2.03,0.31,3.16
,8/6/17 5:21,2.89,4.78,0.39,3.72,2.11,1.90,0.31,3.50
,8/6/17 5:22,2.30,3.94,0.39,3.78,1.69,1.78,1.36,3.75
,8/6/17 5:23,2.23,3.28,0.39,3.90,0.28,1.78,2.36,3.19
,8/6/17 5:24,2.24,2.94,0.39,4.00,0.28,2.37,2.27,2.34
,8/6/17 5:25,2.26,2.81,0.39,4.09,0.28,3.03,2.30,1.78
,8/6/17 5:26,2.26,2.81,0.39,4.15,2.21,3.00,2.30,1.50
,8/6/17 5:27,2.26,2.62,0.39,4.25,1.99,2.50,1.31,1.28
,8/6/17 5:28,2.26,2.34,0.39,4.34,2.02,2.34,0.31,1.50
,8/6/17 5:29,2.26,2.06,0.39,4.40,2.05,2.15,0.31,2.40
,8/6/17 5:30,0.31,1.97,0.39,4.47,2.07,2.03,0.31,3.13
,8/6/17 5:31,0.32,2.43,0.39,4.56,2.10,1.84,0.31,3.53
,8/6/17 5:32,0.32,3.28,0.39,4.65,2.09,1.72,2.40,3.88
,8/6/17 5:33,0.32,3.78,0.39,4.72,0.28,1.72,2.33,3.06
,8/6/17 5:34,0.31,4.09,0.39,4.78,0.28,2.31,2.27,2.22
,8/6/17 5:35,0.32,4.28,0.40,4.84,0.28,2.97,2.30,1.72
,8/6/17 5:36,0.32,4.47,0.39,4.90,2.21,3.03,2.30,1.44
,8/6/17 5:37,0.32,4.62,0.40,4.97,1.99,2.50,1.00,1.25
,8/6/17 5:38,0.32,4.84,0.39,5.06,2.02,2.34,0.31,2.00
,8/6/17 5:39,1.37,4.87,0.39,5.09,2.04,2.15,0.31,3.28
,8/6/17 5:40,2.35,4.15,0.39,5.12,2.07,2.03,0.31,4.12
,8/6/17 5:41,2.24,3.44,0.39,5.18,2.09,1.87,,
,8/6/17 5:42,2.25,3.00,2.29,5.13,2.10,1.72,,3.84
,8/6/17 5:43,2.25,2.69,3.25,4.09,0.28,1.75,,2.65
,8/6/17 5:44,2.25,2.44,3.22,3.03,0.28,2.34,,2.06
,8/6/17 5:45,2.26,2.19,3.24,2.31,0.28,3.00,,1.69
,8/6/17 5:46,1.28,2.00,3.24,1.81,2.21,3.03,,1.40
,8/6/17 5:47,0.32,2.13,3.25,1.41,1.99,2.50,,1.22
,8/6/17 5:48,0.32,2.90,3.25,1.06,2.02,2.34,,1.34
,8/6/17 5:49,0.32,3.63,3.23,0.75,2.06,2.19,,2.06
,8/6/17 5:50,0.32,4.00,3.22,0.44,2.06,2.03,,2.78
,8/6/17 5:51,0.32,4.34,3.23,0.31,2.08,1.90,,3.19
,8/6/17 5:52,0.32,4.78,3.24,0.25,2.10,1.75,,3.44
,8/6/17 5:53,1.27,4.97,3.24,-0.06,0.28,1.72,,3.62
,8/6/17 5:54,2.40,4.43,3.24,-0.31,0.28,2.28,,3.50
,8/6/17 5:55,2.25,3.66,3.23,-0.62,0.28,2.94,,2.65
,8/6/17 5:56,2.25,3.16,3.23,-0.87,2.21,3.03,,1.94
,8/6/17 5:57,2.27,2.78,3.25,-1.12,1.99,2.50,,1.50
,8/6/17 5:58,2.27,2.47,3.24,-1.28,2.01,2.31,,1.31
,8/6/17 5:59,2.27,2.19,3.24,-1.50,2.05,2.15,,1.25
,8/6/17 6:00,1.30,2.00,3.24,-1.72,2.07,2.03,,1.81
,8/6/17 6:01,0.32,2.16,3.25,-1.87,2.10,1.90,,2.66
,8/6/17 6:02,0.32,2.90,3.26,-2.03,1.20,1.75,,3.06
,8/6/17 6:03,0.32,3.63,3.25,-2.15,0.28,1.81,,3.31
,8/6/17 6:04,0.32,4.00,3.24,-2.31,0.28,2.53,,3.53
,8/6/17 6:05,0.32,4.19,3.25,-2.40,1.25,3.09,,3.72
,8/6/17 6:06,0.32,4.37,3.25,-2.53,2.16,2.87,,3.12
,8/6/17 6:07,0.32,4.53,3.23,-2.65,1.96,2.44,,2.25
,8/6/17 6:08,0.32,4.65,3.23,-2.72,2.00,2.28,,1.66
,8/6/17 6:09,0.32,4.78,0.40,-2.84,2.03,2.12,,1.37
,8/6/17 6:10,0.32,4.90,0.40,-2.37,2.06,1.97,,1.31
,8/6/17 6:11,2.41,4.65,0.40,-1.28,2.08,1.84,,1.93
,8/6/17 6:12,2.32,3.81,0.40,-0.47,1.19,1.72,,2.72
,8/6/17 6:13,2.25,3.22,0.39,0.03,0.28,1.91,,3.12
,8/6/17 6:14,2.26,2.84,0.39,0.31,0.28,2.66,,3.37
,8/6/17 6:15,2.26,2.56,0.39,0.50,1.28,3.12,,3.56
,8/6/17 6:16,2.26,2.31,0.39,0.65,2.08,2.75,,3.68
,8/6/17 6:17,2.26,2.06,0.39,0.81,1.98,2.37,,3.03
,8/6/17 6:18,0.32,2.03,0.39,1.03,2.01,2.22,,2.15
,8/6/17 6:19,0.32,2.68,0.39,1.25,2.06,2.09,,1.59
,8/6/17 6:20,0.32,3.50,0.39,1.53,2.09,1.94,,1.31
,8/6/17 6:21,0.32,3.91,0.39,1.78,2.10,1.78,,1.28
,8/6/17 6:22,0.32,4.15,0.39,1.94,,1.65,,1.90
,8/6/17 6:23,0.32,4.34,0.39,2.15,0.28,2.00,,2.72
,8/6/17 6:24,0.32,4.47,0.39,2.28,0.28,2.78,,3.09
,8/6/17 6:25,0.32,4.59,0.39,2.44,2.11,3.12,,3.34
,8/6/17 6:26,0.32,4.72,0.39,2.53,2.03,2.63,,3.50
,8/6/17 6:27,0.32,4.84,0.39,2.65,2.00,2.34,,3.69
,8/6/17 6:28,1.38,4.84,0.39,2.78,2.04,2.19,,3.22
,8/6/17 6:29,2.34,4.09,0.39,2.90,2.05,2.03,,2.28
,8/6/17 6:30,2.24,3.38,0.39,3.03,2.07,1.94,2.29,1.69
,8/6/17 6:31,2.26,2.97,0.39,3.15,1.18,1.75,2.30,1.31
,8/6/17 6:32,2.27,2.62,0.40,3.22,0.28,1.81,0.31,1.22
,8/6/17 6:33,2.27,2.37,0.39,3.34,0.28,2.53,0.31,1.72
,8/6/17 6:34,2.27,2.12,0.39,3.43,1.21,3.09,0.31,2.59
,8/6/17 6:35,0.32,2.06,0.39,3.50,2.19,2.90,0.31,3.03
,8/6/17 6:36,0.32,2.65,0.40,3.59,1.98,2.44,0.31,3.31
,8/6/17 6:37,0.32,3.47,0.40,3.68,2.02,2.25,0.31,3.50
,8/6/17 6:38,0.32,3.91,0.39,3.78,2.05,2.09,0.31,3.65
,8/6/17 6:39,0.32,4.15,0.40,3.84,2.08,1.97,2.45,3.40
,8/6/17 6:40,0.32,4.34,0.39,3.90,2.09,1.81,2.33,2.50
,8/6/17 6:41,0.32,4.47,0.39,3.97,0.28,1.72,2.27,1.75
,8/6/17 6:42,0.32,4.59,0.39,4.03,0.28,2.25,2.30,1.37
,8/6/17 6:43,0.32,4.72,0.39,4.12,0.28,2.94,0.93,1.18
,8/6/17 6:44,0.32,4.84,0.39,4.18,0.27,3.25,0.31,1.56
,8/6/17 6:45,1.37,4.87,0.39,4.25,0.28,3.40,0.31,2.47
,8/6/17 6:46,2.35,4.15,0.39,4.31,0.28,3.50,0.31,3.00
,8/6/17 6:47,2.24,3.44,0.39,4.37,0.28,3.59,0.31,3.25
,8/6/17 6:48,2.25,2.97,0.39,4.43,0.28,3.68,0.31,3.50
,8/6/17 6:49,2.25,2.66,0.39,4.50,0.28,3.78,0.31,3.65
,8/6/17 6:50,2.25,2.37,0.39,4.56,0.28,3.84,2.42,3.44
,8/6/17 6:51,2.26,2.12,0.39,4.62,0.28,3.93,2.29,2.53
,8/6/17 6:52,0.32,1.97,0.39,4.65,0.28,4.03,2.26,1.81
,8/6/17 6:53,0.32,2.53,0.39,4.72,0.28,4.09,2.28,1.44
,8/6/17 6:54,0.32,3.34,0.39,4.78,0.28,4.15,0.31,1.25
,8/6/17 6:55,0.32,3.81,0.39,4.81,0.28,4.25,0.31,1.65
,8/6/17 6:56,0.32,4.06,0.39,4.87,0.28,4.31,0.31,2.50
,8/6/17 6:57,0.32,4.22,0.39,4.90,0.28,4.37,0.31,3.03
,8/6/17 6:58,0.32,4.40,0.39,4.97,0.28,4.40,0.31,3.31
,8/6/17 6:59,0.32,4.53,1.79,5.03,0.28,4.47,0.31,3.50
,8/6/17 7:00,0.32,4.59,3.28,4.34,0.28,4.53,1.35,3.69
,8/6/17 7:01,0.32,4.72,3.27,3.15,0.28,4.66,2.39,3.22
,8/6/17 7:02,0.32,4.84,3.26,2.28,0.28,4.90,2.26,2.34
,8/6/17 7:03,1.39,4.78,3.27,1.69,0.28,5.15,2.28,1.69
,8/6/17 7:04,2.35,4.03,3.26,1.25,0.28,5.15,2.33,1.29
,8/6/17 7:05,2.26,3.31,3.25,0.84,0.28,5.12,0.31,1.41
,8/6/17 7:06,2.27,2.91,3.26,0.47,0.28,5.12,0.31,2.28
,8/6/17 7:07,2.27,2.56,3.26,0.16,0.28,5.12,0.31,2.81
,8/6/17 7:08,2.27,2.31,3.26,-0.19,0.28,5.15,0.31,3.12
,8/6/17 7:09,2.27,2.00,3.25,-0.44,0.28,5.18,0.31,3.34
